order_id,order_date,customer_id,product_id,category,subcategory,quantity,unit_price,discount,sales,cost,profit,region,segment,order_hour,payment_method,rating,cancelled
O103416,2024-07-03 14:49:00,C00684,P0020,Beauty,Makeup,1,130.52,5,125.52,79.77,45.75,Central,Corporate,14,UPI,1.0,False
O103417,2023-01-04 11:18:00,C00096,P0145,Grocery,Beverages,1,331.19,10,321.19,213.65,107.54,East,Consumer,11,Debit Card,2.0,False
O103418,2023-05-24 15:38:00,C00598,P0057,Toys,Puzzles,1,199.29,0,199.29,158.64,40.65,North,Corporate,15,Debit Card,3.0,False
O103419,2024-01-16 19:18:00,C00430,P0082,Beauty,Makeup,1,291.42,10,281.42,233.9,47.52,North,Consumer,19,UPI,4.0,False
O103420,2022-08-05 13:27:00,C00616,P0052,Electronics,Laptop,1,453.79,10,443.79,281.18,162.61,North,Home Office,13,Credit Card,4.0,False
O103421,2022-08-29 04:21:00,C00288,P0018,Home & Kitchen,Kitchen Appliances,1,337.71,0,337.71,215.74,121.97,North,Consumer,4,Wallet,1.0,False
O103422,2024-06-01 14:16:00,C00442,P0043,Grocery,Staples,2,243.2,0,486.4,454.64,31.76,South,Consumer,14,Debit Card,5.0,False
O103423,2022-11-10 15:09:00,C00181,P0046,Home & Kitchen,Decor,1,213.62,0,213.62,157.83,55.79,West,Consumer,15,Netbanking,1.0,False
O103424,2022-08-20 22:40:00,C00199,P0090,Home & Kitchen,Decor,1,361.59,5,356.59,238.82,117.77,North,Consumer,22,Wallet,4.0,False
O103425,2023-11-26 09:23:00,C00590,P0077,Sports,Outdoor,1,310.45,0,310.45,242.85,67.6,West,Consumer,9,Debit Card,4.0,False
O103426,2024-01-15 13:51:00,C00239,P0032,Sports,Outdoor,1,522.27,5,517.27,365.05,152.22,West,Consumer,13,COD,1.0,False
O103427,2023-02-21 11:50:00,C00703,P0003,Toys,Puzzles,1,377.72,5,372.72,291.99,80.73,South,Consumer,11,Debit Card,5.0,False
O103428,2023-12-31 00:19:00,C00602,P0104,Home & Kitchen,Furniture,1,203.73,10,193.73,145.67,48.06,South,Consumer,0,Debit Card,3.0,False
O103429,2022-06-12 15:05:00,C00402,P0094,Grocery,Staples,1,247.65,15,232.65,201.96,30.69,East,Consumer,15,Debit Card,5.0,False
O103430,2024-07-24 18:14:00,C00628,P0002,Home & Kitchen,Furniture,1,283.41,5,278.41,165.76,112.65,North,Consumer,18,Netbanking,3.0,False
O103431,2023-05-12 02:42:00,C00608,P0065,Sports,Fitness,1,397.5,10,387.5,316.54,70.96,East,Consumer,2,COD,2.0,False
O103432,2023-12-19 20:43:00,C00685,P0005,Home & Kitchen,Furniture,1,271.9,0,271.9,183.9,88.0,West,Consumer,20,Debit Card,3.0,False
O103433,2022-06-10 02:06:00,C00649,P0118,Toys,Puzzles,1,151.77,0,151.77,123.93,27.84,North,Consumer,2,Credit Card,4.0,False
O103434,2023-01-24 21:43:00,C00443,P0070,Grocery,Beverages,1,222.59,10,212.59,131.19,81.4,East,Consumer,21,Debit Card,4.0,False
O103435,2022-01-05 21:42:00,C00244,P0150,Toys,Educational,1,335.64,15,320.64,255.13,65.51,South,Consumer,21,Debit Card,5.0,False
O103436,2022-05-09 17:34:00,C00487,P0055,Electronics,Mobile,1,623.72,0,623.72,445.8,177.92,West,Consumer,17,Credit Card,1.0,False
O103437,2024-04-24 14:27:00,C00166,P0103,Home & Kitchen,Kitchen Appliances,1,258.87,0,258.87,165.01,93.86,North,Consumer,14,Netbanking,3.0,False
O103438,2023-04-22 09:32:00,C00800,P0094,Grocery,Staples,1,260.68,0,260.68,201.96,58.72,Central,Consumer,9,UPI,4.0,False
O103439,2023-07-24 04:46:00,C00566,P0077,Sports,Outdoor,1,310.45,0,310.45,242.85,67.6,East,Consumer,4,Credit Card,4.0,False
O103440,2022-12-07 15:38:00,C00707,P0085,Clothing,Women,1,202.98,5,197.98,142.33,55.65,East,Consumer,15,Debit Card,4.0,False
O103441,2024-08-29 14:52:00,C00786,P0132,Beauty,Skin Care,1,308.23,10,298.23,240.22,58.01,East,Home Office,14,Credit Card,5.0,False
O103442,2022-06-30 09:59:00,C00516,P0057,Toys,Puzzles,1,199.29,10,189.29,158.64,30.65,South,Corporate,9,Credit Card,3.0,False
O103443,2023-11-17 07:05:00,C00266,P0079,Electronics,Laptop,4,511.01,5,2039.04,1382.72,656.32,Central,Consumer,7,Debit Card,4.0,False
O103444,2023-07-26 00:09:00,C00365,P0106,Clothing,Kids,1,313.64,10,303.64,236.05,67.59,South,Consumer,0,UPI,3.0,False
O103445,2024-02-08 08:49:00,C00687,P0068,Beauty,Makeup,1,420.42,5,415.42,288.22,127.2,East,Consumer,8,UPI,3.0,False
O103446,2022-09-07 21:34:00,C00763,P0111,Sports,Indoor,2,69.75,10,129.5,83.36,46.14,North,Home Office,21,UPI,5.0,False
O103447,2022-10-07 08:24:00,C00010,P0149,Electronics,Accessories,1,562.63,0,562.63,356.73,205.9,North,Consumer,8,Wallet,5.0,False
O103448,2024-09-22 22:35:00,C00763,P0146,Clothing,Women,1,393.82,5,388.82,290.78,98.04,North,Home Office,22,UPI,5.0,False
O103449,2024-10-04 09:45:00,C00385,P0140,Clothing,Kids,1,129.46,5,124.46,86.83,37.63,South,Consumer,9,Debit Card,5.0,False
O103450,2023-11-07 10:37:00,C00199,P0082,Beauty,Makeup,1,342.85,0,342.85,233.9,108.95,North,Consumer,10,UPI,4.0,False
O103451,2024-02-01 14:32:00,C00588,P0023,Home & Kitchen,Furniture,4,308.1,0,1232.4,925.84,306.56,South,Home Office,14,Credit Card,5.0,False
O103452,2022-09-27 12:40:00,C00320,P0068,Beauty,Makeup,1,420.42,0,420.42,288.22,132.2,South,Consumer,12,UPI,1.0,False
O103453,2024-04-28 07:10:00,C00748,P0092,Beauty,Skin Care,1,416.24,5,411.24,315.78,95.46,North,Consumer,7,Credit Card,,False
O103454,2023-05-30 08:11:00,C00533,P0038,Grocery,Beverages,1,64.84,0,64.84,40.5,24.34,South,Consumer,8,Credit Card,4.0,False
O103455,2023-05-28 14:45:00,C00415,P0033,Beauty,Hair Care,1,298.38,0,298.38,236.55,61.83,South,Home Office,14,Credit Card,5.0,False
O103456,2022-07-09 18:33:00,C00339,P0074,Sports,Indoor,1,487.76,15,472.76,339.44,133.32,East,Consumer,18,Credit Card,5.0,False
O103457,2022-07-27 07:14:00,C00070,P0126,Home & Kitchen,Kitchen Appliances,1,534.71,10,524.71,395.58,129.13,North,Home Office,7,Credit Card,4.0,False
O103458,2023-01-20 05:53:00,C00154,P0016,Grocery,Staples,1,232.53,10,222.53,178.26,44.27,West,Consumer,5,Netbanking,4.0,False
O103459,2023-02-24 05:54:00,C00249,P0080,Clothing,Men,2,61.49,15,107.98,94.68,13.3,Central,Consumer,5,UPI,3.0,False
O103460,2023-02-23 17:06:00,C00787,P0102,Sports,Fitness,1,249.52,15,234.52,190.8,43.72,North,Consumer,17,Netbanking,4.0,False
O103461,2024-10-02 01:02:00,C00335,P0025,Home & Kitchen,Decor,1,234.67,10,224.67,158.36,66.31,North,Home Office,1,Credit Card,5.0,False
O103462,2023-08-29 18:53:00,C00129,P0136,Toys,Action Figures,1,485.99,10,475.99,321.98,154.01,West,Consumer,18,Credit Card,3.0,False
O103463,2023-01-05 11:39:00,C00025,P0003,Toys,Puzzles,2,377.72,0,755.44,583.98,171.46,South,Consumer,11,Netbanking,5.0,False
O103464,2024-10-28 06:02:00,C00105,P0003,Toys,Puzzles,1,358.83,0,358.83,291.99,66.84,North,Consumer,6,UPI,4.0,False
O103465,2024-01-21 03:14:00,C00791,P0128,Toys,Puzzles,2,232.04,0,464.08,299.8,164.28,Central,Consumer,3,Debit Card,5.0,False
O103466,2022-10-14 03:25:00,C00649,P0111,Sports,Indoor,1,69.75,0,69.75,41.68,28.07,North,Consumer,3,Credit Card,1.0,False
O103467,2022-08-14 09:28:00,C00109,P0036,Sports,Fitness,2,153.5,0,307.0,203.68,103.32,West,Consumer,9,Credit Card,5.0,False
O103468,2024-06-27 09:15:00,C00055,P0122,Beauty,Hair Care,2,190.87,5,376.74,285.7,91.04,East,Home Office,9,Debit Card,5.0,False
O103469,2023-03-30 06:25:00,C00060,P0042,Beauty,Skin Care,1,320.56,0,320.56,183.17,137.39,North,Corporate,6,Credit Card,5.0,False
O103470,2023-05-29 14:20:00,C00126,P0027,Toys,Puzzles,1,161.88,5,156.88,106.37,50.51,North,Consumer,14,Debit Card,5.0,False
O103471,2023-05-11 12:40:00,C00716,P0122,Beauty,Hair Care,1,171.78,0,171.78,142.85,28.93,South,Corporate,12,Debit Card,5.0,True
O103472,2023-12-31 23:54:00,C00149,P0043,Grocery,Staples,1,286.12,0,286.12,227.32,58.8,East,Consumer,23,Debit Card,5.0,False
O103473,2022-06-05 02:11:00,C00341,P0011,Grocery,Snacks,1,244.39,0,244.39,171.3,73.09,East,Consumer,2,Netbanking,4.0,False
O103474,2023-02-19 05:15:00,C00090,P0033,Beauty,Hair Care,1,283.46,0,283.46,236.55,46.91,West,Consumer,5,Debit Card,5.0,False
O103475,2023-04-19 00:40:00,C00500,P0052,Electronics,Laptop,2,453.79,0,907.58,562.36,345.22,West,Consumer,0,UPI,3.0,False
O103476,2024-05-07 10:30:00,C00569,P0089,Electronics,Audio,1,436.43,10,426.43,324.17,102.26,West,Home Office,10,Credit Card,5.0,False
O103477,2023-04-11 01:09:00,C00565,P0086,Home & Kitchen,Decor,1,239.79,15,224.79,169.91,54.88,North,Consumer,1,Credit Card,3.0,False
O103478,2023-11-09 23:07:00,C00429,P0043,Grocery,Staples,4,286.12,15,1129.48,909.28,220.2,South,Consumer,23,Credit Card,5.0,False
O103479,2022-05-13 10:45:00,C00301,P0122,Beauty,Hair Care,1,190.87,0,190.87,142.85,48.02,Central,Home Office,10,UPI,5.0,False
O103480,2023-01-25 09:25:00,C00236,P0052,Electronics,Laptop,1,431.1,0,431.1,281.18,149.92,East,Home Office,9,COD,5.0,False
O103481,2023-10-09 15:45:00,C00166,P0147,Beauty,Makeup,1,151.57,0,151.57,111.2,40.37,North,Consumer,15,Debit Card,2.0,True
O103482,2023-08-01 03:25:00,C00187,P0060,Home & Kitchen,Kitchen Appliances,1,417.07,5,412.07,248.52,163.55,North,Consumer,3,Credit Card,4.0,False
O103483,2024-08-05 00:53:00,C00054,P0027,Toys,Puzzles,1,161.88,0,161.88,106.37,55.51,Central,Consumer,0,Netbanking,5.0,False
O103484,2022-12-14 17:57:00,C00008,P0107,Electronics,Mobile,1,726.34,15,711.34,558.74,152.6,East,Corporate,17,Netbanking,3.0,False
O103485,2024-02-06 12:33:00,C00207,P0041,Clothing,Women,1,388.62,10,378.62,237.0,141.62,North,Consumer,12,Debit Card,5.0,False
O103486,2024-10-07 23:15:00,C00126,P0079,Electronics,Laptop,1,511.01,15,496.01,345.68,150.33,North,Consumer,23,Credit Card,5.0,False
O103487,2024-01-14 18:05:00,C00144,P0107,Electronics,Mobile,1,726.34,10,716.34,558.74,157.6,North,Corporate,18,Credit Card,3.0,False
O103488,2023-03-10 12:18:00,C00611,P0119,Sports,Indoor,1,437.14,10,427.14,331.54,95.6,South,Home Office,12,UPI,5.0,False
O103489,2024-02-29 11:45:00,C00304,P0105,Clothing,Women,1,266.62,0,266.62,215.0,51.62,Central,Consumer,11,Netbanking,,False
O103490,2023-02-19 11:29:00,C00702,P0089,Electronics,Audio,1,436.43,5,431.43,324.17,107.26,South,Consumer,11,Netbanking,5.0,False
O103491,2023-01-04 00:30:00,C00790,P0024,Clothing,Men,1,109.68,0,109.68,77.77,31.91,West,Consumer,0,Debit Card,4.0,False
O103492,2024-07-10 03:37:00,C00385,P0142,Electronics,Accessories,2,656.86,0,1313.72,856.42,457.3,South,Consumer,3,COD,3.0,False
O103493,2022-05-13 03:35:00,C00752,P0060,Home & Kitchen,Kitchen Appliances,2,417.07,0,834.14,497.04,337.1,South,Corporate,3,UPI,5.0,False
O103494,2023-03-28 13:53:00,C00444,P0049,Home & Kitchen,Furniture,1,341.23,0,341.23,216.52,124.71,South,Consumer,13,Debit Card,3.0,True
O103495,2022-05-18 20:29:00,C00447,P0014,Beauty,Skin Care,1,70.41,0,70.41,51.13,19.28,North,Consumer,20,COD,4.0,False
O103496,2022-12-11 16:01:00,C00642,P0021,Sports,Outdoor,1,452.09,15,437.09,379.46,57.63,West,Consumer,16,UPI,4.0,False
O103497,2024-10-02 15:50:00,C00258,P0148,Sports,Fitness,2,141.55,15,268.1,175.02,93.08,North,Consumer,15,Debit Card,5.0,False
O103498,2022-09-23 03:06:00,C00046,P0026,Home & Kitchen,Kitchen Appliances,2,313.31,15,611.62,366.52,245.1,South,Consumer,3,UPI,3.0,False
O103499,2023-09-19 13:01:00,C00796,P0026,Home & Kitchen,Kitchen Appliances,1,313.31,15,298.31,183.26,115.05,South,Consumer,13,Credit Card,4.0,False
O103500,2022-08-18 18:52:00,C00431,P0070,Grocery,Beverages,1,222.59,0,222.59,131.19,91.4,North,Consumer,18,Netbanking,2.0,False
O103501,2023-02-24 11:25:00,C00151,P0102,Sports,Fitness,2,249.52,15,484.04,381.6,102.44,Central,Consumer,11,Netbanking,1.0,False
O103502,2023-08-02 23:33:00,C00317,P0026,Home & Kitchen,Kitchen Appliances,2,313.31,0,626.62,366.52,260.1,South,Corporate,23,Credit Card,5.0,False
O103503,2023-06-29 23:33:00,C00747,P0010,Electronics,Mobile,2,565.11,0,1130.22,728.98,401.24,North,Consumer,23,Debit Card,5.0,False
O103504,2022-08-20 15:46:00,C00330,P0004,Beauty,Hair Care,1,482.76,5,477.76,269.35,208.41,North,Consumer,15,Wallet,5.0,False
O103505,2023-05-04 11:55:00,C00503,P0028,Clothing,Men,4,293.32,15,1158.27,1103.32,54.95,South,Consumer,11,UPI,5.0,False
O103506,2023-03-19 17:15:00,C00722,P0075,Clothing,Men,1,14.37,0,14.37,10.31,4.06,South,Consumer,17,Debit Card,3.0,False
O103507,2022-10-24 01:53:00,C00239,P0089,Electronics,Audio,1,436.43,0,436.43,324.17,112.26,West,Consumer,1,UPI,2.0,False
O103508,2022-09-10 04:24:00,C00617,P0003,Toys,Puzzles,1,377.72,0,377.72,291.99,85.73,East,Consumer,4,Debit Card,,False
O103509,2023-03-08 11:15:00,C00021,P0124,Electronics,Laptop,3,331.78,0,995.34,714.84,280.5,South,Consumer,11,Credit Card,4.0,False
O103510,2022-03-23 10:41:00,C00751,P0111,Sports,Indoor,1,69.75,10,59.75,41.68,18.07,North,Home Office,10,UPI,3.0,False
O103511,2023-04-21 07:21:00,C00267,P0061,Home & Kitchen,Furniture,2,242.5,15,470.0,320.48,149.52,South,Consumer,7,Credit Card,5.0,False
O103512,2024-10-02 08:30:00,C00445,P0107,Electronics,Mobile,1,726.34,0,726.34,558.74,167.6,East,Corporate,8,Debit Card,4.0,False
O103513,2023-02-08 09:47:00,C00641,P0131,Home & Kitchen,Decor,2,113.92,0,227.84,154.82,73.02,South,Corporate,9,Debit Card,5.0,False
O103514,2023-03-29 02:28:00,C00044,P0082,Beauty,Makeup,1,342.85,0,342.85,233.9,108.95,West,Consumer,2,Wallet,5.0,False
O103515,2023-07-22 21:46:00,C00086,P0064,Grocery,Snacks,2,156.46,15,297.92,242.7,55.22,East,Corporate,21,UPI,5.0,False
O103516,2024-10-10 23:30:00,C00629,P0142,Electronics,Accessories,1,656.86,0,656.86,428.21,228.65,South,Consumer,23,Credit Card,2.0,False
O103517,2023-03-10 09:41:00,C00663,P0034,Toys,Puzzles,2,173.07,0,346.14,200.28,145.86,Central,Consumer,9,Debit Card,4.0,False
O103518,2023-11-08 15:22:00,C00134,P0030,Grocery,Staples,1,265.0,0,265.0,155.88,109.12,West,Consumer,15,Netbanking,4.0,False
O103519,2023-07-11 16:02:00,C00460,P0011,Grocery,Snacks,1,244.39,15,229.39,171.3,58.09,West,Consumer,16,Netbanking,4.0,False
O103520,2024-05-05 05:56:00,C00120,P0094,Grocery,Staples,1,260.68,0,260.68,201.96,58.72,North,Consumer,5,Debit Card,4.0,False
O103521,2024-08-01 00:51:00,C00430,P0103,Home & Kitchen,Kitchen Appliances,2,258.87,0,517.74,330.02,187.72,North,Consumer,0,Credit Card,4.0,False
O103522,2023-07-13 08:51:00,C00447,P0132,Beauty,Skin Care,1,308.23,15,293.23,240.22,53.01,North,Consumer,8,Credit Card,5.0,False
O103523,2024-08-28 08:39:00,C00016,P0109,Electronics,Mobile,1,530.91,10,520.91,371.18,149.73,South,Consumer,8,Credit Card,2.0,True
O103524,2022-05-26 16:34:00,C00061,P0099,Sports,Fitness,1,300.61,10,290.61,178.81,111.8,South,Consumer,16,UPI,5.0,False
O103525,2023-05-18 11:28:00,C00020,P0097,Beauty,Makeup,1,335.53,0,335.53,197.51,138.02,East,Consumer,11,UPI,2.0,False
O103526,2022-07-02 10:45:00,C00053,P0129,Home & Kitchen,Furniture,2,311.96,0,623.92,445.48,178.44,East,Consumer,10,Credit Card,5.0,False
O103527,2022-07-09 13:18:00,C00575,P0001,Toys,Educational,1,359.61,0,359.61,200.03,159.58,West,Home Office,13,Netbanking,5.0,False
O103528,2024-05-02 05:00:00,C00417,P0122,Beauty,Hair Care,1,190.87,0,190.87,142.85,48.02,East,Consumer,5,Credit Card,5.0,False
O103529,2022-12-14 04:42:00,C00673,P0110,Toys,Action Figures,1,291.07,0,291.07,191.84,99.23,South,Consumer,4,Debit Card,2.0,False
O103530,2023-05-20 21:18:00,C00721,P0034,Toys,Puzzles,1,173.07,5,168.07,100.14,67.93,North,Consumer,21,Wallet,2.0,False
O103531,2023-11-29 08:30:00,C00088,P0008,Grocery,Staples,1,392.09,0,392.09,284.08,108.01,East,Consumer,8,Debit Card,3.0,False
O103532,2022-06-07 01:28:00,C00474,P0103,Home & Kitchen,Kitchen Appliances,1,220.04,0,220.04,165.01,55.03,West,Corporate,1,Credit Card,5.0,False
O103533,2023-06-16 20:48:00,C00562,P0087,Beauty,Hair Care,1,409.85,0,409.85,251.15,158.7,East,Consumer,20,Wallet,5.0,False
O103534,2024-09-25 10:25:00,C00408,P0113,Clothing,Women,1,307.23,0,307.23,174.35,132.88,North,Corporate,10,Wallet,5.0,False
O103535,2022-06-25 16:46:00,C00248,P0131,Home & Kitchen,Decor,2,113.92,0,227.84,154.82,73.02,South,Consumer,16,Credit Card,5.0,False
O103536,2022-01-26 04:33:00,C00556,P0007,Home & Kitchen,Kitchen Appliances,1,465.03,10,455.03,341.34,113.69,North,Consumer,4,Netbanking,5.0,False
O103537,2023-10-17 17:07:00,C00568,P0108,Home & Kitchen,Decor,2,320.95,0,641.9,507.5,134.4,West,Consumer,17,UPI,3.0,False
O103538,2022-05-02 22:21:00,C00457,P0008,Grocery,Staples,1,392.09,0,392.09,284.08,108.01,West,Consumer,22,Debit Card,5.0,False
O103539,2022-08-26 20:43:00,C00497,P0050,Beauty,Skin Care,1,88.44,0,88.44,48.8,39.64,West,Consumer,20,Debit Card,2.0,False
O103540,2022-08-20 09:07:00,C00642,P0049,Home & Kitchen,Furniture,1,341.23,0,341.23,216.52,124.71,West,Consumer,9,Credit Card,4.0,False
O103541,2024-03-23 18:37:00,C00747,P0003,Toys,Puzzles,2,377.72,0,755.44,583.98,171.46,North,Consumer,18,Netbanking,4.0,False
O103542,2022-09-05 05:52:00,C00171,P0017,Clothing,Women,2,178.46,0,356.92,253.02,103.9,South,Consumer,5,Netbanking,5.0,False
O103543,2023-09-12 22:19:00,C00546,P0107,Electronics,Mobile,1,726.34,10,716.34,558.74,157.6,Central,Consumer,22,Debit Card,4.0,False
O103544,2023-09-01 17:04:00,C00593,P0009,Clothing,Men,1,243.66,0,243.66,147.13,96.53,East,Consumer,17,Wallet,4.0,False
O103545,2024-02-29 14:56:00,C00676,P0075,Clothing,Men,1,13.65,0,13.65,10.31,3.34,East,Home Office,14,Wallet,5.0,False
O103546,2022-09-11 10:12:00,C00733,P0110,Toys,Action Figures,1,291.07,10,281.07,191.84,89.23,East,Consumer,10,UPI,2.0,False
O103547,2022-05-07 16:20:00,C00530,P0022,Toys,Action Figures,1,272.91,0,272.91,207.61,65.3,West,Consumer,16,Debit Card,2.0,False
O103548,2023-04-28 09:11:00,C00488,P0147,Beauty,Makeup,1,151.57,15,136.57,111.2,25.37,South,Consumer,9,COD,3.0,False
O103549,2023-05-31 12:11:00,C00169,P0060,Home & Kitchen,Kitchen Appliances,1,417.07,0,417.07,248.52,168.55,South,Consumer,12,UPI,,False
O103550,2022-10-13 10:15:00,C00413,P0013,Electronics,Audio,1,529.04,10,519.04,400.67,118.37,West,Home Office,10,Debit Card,3.0,False
O103551,2024-08-28 12:01:00,C00672,P0122,Beauty,Hair Care,1,181.33,10,171.33,142.85,28.48,North,Home Office,12,Wallet,5.0,False
O103552,2024-10-07 20:45:00,C00295,P0093,Sports,Fitness,1,194.18,5,189.18,120.92,68.26,East,Consumer,20,Credit Card,,False
O103553,2024-10-19 15:55:00,C00691,P0033,Beauty,Hair Care,1,298.38,5,293.38,236.55,56.83,South,Consumer,15,UPI,5.0,False
O103554,2022-04-17 00:15:00,C00650,P0137,Grocery,Beverages,1,206.01,0,206.01,127.59,78.42,East,Consumer,0,Netbanking,5.0,False
O103555,2024-10-06 04:18:00,C00781,P0107,Electronics,Mobile,1,653.71,0,653.71,558.74,94.97,South,Home Office,4,Credit Card,5.0,False
O103556,2022-05-13 13:47:00,C00490,P0007,Home & Kitchen,Kitchen Appliances,1,489.51,0,489.51,341.34,148.17,North,Consumer,13,Debit Card,4.0,False
O103557,2023-04-25 18:35:00,C00762,P0054,Home & Kitchen,Kitchen Appliances,1,373.4,0,373.4,280.75,92.65,West,Home Office,18,Debit Card,5.0,False
O103558,2023-01-26 12:41:00,C00528,P0113,Clothing,Women,1,307.23,15,292.23,174.35,117.88,North,Consumer,12,Credit Card,3.0,False
O103559,2024-05-23 16:01:00,C00645,P0063,Home & Kitchen,Kitchen Appliances,2,150.52,15,286.03,224.58,61.45,South,Consumer,16,Wallet,5.0,False
O103560,2023-04-21 11:57:00,C00536,P0043,Grocery,Staples,1,257.51,0,257.51,227.32,30.19,East,Consumer,11,Credit Card,4.0,False
O103561,2023-04-27 02:52:00,C00005,P0150,Toys,Educational,1,335.64,15,320.64,255.13,65.51,East,Corporate,2,Debit Card,5.0,False
O103562,2023-01-27 10:15:00,C00735,P0137,Grocery,Beverages,1,195.71,15,180.71,127.59,53.12,North,Corporate,10,Credit Card,5.0,False
O103563,2022-01-07 15:30:00,C00412,P0001,Toys,Educational,2,359.61,10,709.22,400.06,309.16,South,Consumer,15,Debit Card,3.0,False
O103564,2023-08-02 21:36:00,C00402,P0082,Beauty,Makeup,1,342.85,5,337.85,233.9,103.95,East,Consumer,21,Credit Card,5.0,False
O103565,2024-05-02 22:26:00,C00051,P0064,Grocery,Snacks,1,156.46,0,156.46,121.35,35.11,North,Home Office,22,Debit Card,5.0,False
O103566,2024-01-05 02:39:00,C00363,P0040,Beauty,Hair Care,1,323.62,15,308.62,217.52,91.1,East,Consumer,2,Debit Card,3.0,False
O103567,2024-01-30 18:21:00,C00759,P0134,Grocery,Snacks,1,356.83,0,356.83,250.91,105.92,East,Home Office,18,UPI,3.0,False
O103568,2023-12-20 09:06:00,C00091,P0039,Home & Kitchen,Kitchen Appliances,1,140.62,15,125.62,104.15,21.47,South,Corporate,9,UPI,5.0,False
O103569,2022-07-23 00:38:00,C00712,P0138,Toys,Educational,1,261.35,0,261.35,161.68,99.67,South,Corporate,0,Credit Card,5.0,False
O103570,2024-05-28 07:25:00,C00424,P0053,Home & Kitchen,Decor,3,207.83,0,623.49,382.68,240.81,Central,Consumer,7,Wallet,5.0,False
O103571,2022-05-13 15:15:00,C00325,P0064,Grocery,Snacks,1,140.81,0,140.81,121.35,19.46,East,Corporate,15,Credit Card,5.0,False
O103572,2024-09-24 16:50:00,C00208,P0102,Sports,Fitness,1,224.57,0,224.57,190.8,33.77,West,Consumer,16,COD,5.0,False
O103573,2022-12-20 06:40:00,C00534,P0134,Grocery,Snacks,2,356.83,10,703.66,501.82,201.84,South,Home Office,6,Credit Card,5.0,False
O103574,2023-04-17 11:55:00,C00246,P0110,Toys,Action Figures,1,291.07,15,276.07,191.84,84.23,North,Consumer,11,UPI,3.0,False
O103575,2022-09-03 02:57:00,C00158,P0145,Grocery,Beverages,1,331.19,0,331.19,213.65,117.54,South,Consumer,2,Wallet,4.0,False
O103576,2024-10-16 06:04:00,C00090,P0123,Toys,Educational,1,468.34,0,468.34,290.81,177.53,West,Consumer,6,Credit Card,,False
O103577,2024-10-28 12:10:00,C00449,P0052,Electronics,Laptop,1,453.79,5,448.79,281.18,167.61,North,Consumer,12,UPI,5.0,False
O103578,2023-06-16 21:53:00,C00085,P0115,Toys,Action Figures,1,276.92,10,266.92,187.41,79.51,North,Consumer,21,Credit Card,3.0,False
O103579,2024-05-05 09:35:00,C00345,P0109,Electronics,Mobile,1,504.36,15,489.36,371.18,118.18,South,Consumer,9,Credit Card,5.0,False
O103580,2022-11-10 09:04:00,C00058,P0085,Clothing,Women,1,202.98,0,202.98,142.33,60.65,South,Consumer,9,Debit Card,5.0,False
O103581,2024-05-15 02:27:00,C00198,P0025,Home & Kitchen,Decor,1,234.67,5,229.67,158.36,71.31,North,Consumer,2,UPI,4.0,False
O103582,2022-05-12 09:36:00,C00044,P0078,Electronics,Accessories,1,464.12,0,464.12,327.34,136.78,West,Consumer,9,Credit Card,5.0,True
O103583,2023-01-20 20:19:00,C00592,P0143,Sports,Fitness,1,107.1,15,92.1,64.44,27.66,North,Consumer,20,Credit Card,5.0,False
O103584,2024-04-22 11:04:00,C00019,P0150,Toys,Educational,1,335.64,0,335.64,255.13,80.51,North,Corporate,11,Netbanking,5.0,True
O103585,2023-08-22 03:12:00,C00350,P0008,Grocery,Staples,1,392.09,0,392.09,284.08,108.01,South,Consumer,3,Credit Card,3.0,False
O103586,2022-09-30 01:46:00,C00347,P0035,Grocery,Beverages,1,358.84,0,358.84,253.2,105.64,North,Corporate,1,UPI,5.0,False
O103587,2024-01-02 13:48:00,C00295,P0114,Beauty,Hair Care,1,595.59,0,595.59,426.35,169.24,East,Consumer,13,Debit Card,3.0,False
O103588,2024-10-14 22:35:00,C00319,P0028,Clothing,Men,2,345.08,5,685.16,551.66,133.5,East,Consumer,22,UPI,2.0,False
O103589,2023-03-22 16:30:00,C00468,P0141,Home & Kitchen,Kitchen Appliances,1,327.3,0,327.3,236.8,90.5,West,Consumer,16,UPI,4.0,False
O103590,2023-04-03 19:29:00,C00010,P0041,Clothing,Women,1,388.62,10,378.62,237.0,141.62,North,Consumer,19,Debit Card,5.0,False
O103591,2023-06-02 10:21:00,C00420,P0079,Electronics,Laptop,1,511.01,10,501.01,345.68,155.33,North,Consumer,10,Netbanking,5.0,False
O103592,2024-07-23 23:14:00,C00007,P0143,Sports,Fitness,1,107.1,10,97.1,64.44,32.66,East,Consumer,23,Netbanking,5.0,False
O103593,2024-04-04 09:46:00,C00061,P0131,Home & Kitchen,Decor,2,113.92,15,212.84,154.82,58.02,South,Consumer,9,UPI,5.0,False
O103594,2023-10-16 16:21:00,C00247,P0045,Clothing,Kids,1,122.58,10,112.58,94.15,18.43,North,Consumer,16,Credit Card,,False
O103595,2023-05-04 21:25:00,C00700,P0020,Beauty,Makeup,1,130.52,0,130.52,79.77,50.75,South,Consumer,21,Netbanking,4.0,False
O103596,2023-01-10 14:05:00,C00041,P0075,Clothing,Men,1,14.37,0,14.37,10.31,4.06,East,Consumer,14,Wallet,5.0,False
O103597,2024-05-11 14:00:00,C00640,P0097,Beauty,Makeup,1,335.53,15,320.53,197.51,123.02,North,Consumer,14,Debit Card,4.0,False
